Serial Number,Application Date,Class Index,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
TM2019034151,17 September 2019,,,,,Lamps and apparatus for lighting;,"Cheah Chiew Lan, Wong & Partners, Level 21 The 
Gardens South Tower, Mid Valley City, Lingkaran Syed 
Putra, 59200 Kuala Lumpur"
TM2019046802,18 December 2019,11,,,,Advertisement boards of paper or cardboard;,"Tee Lin Yik, Tee IP Sdn Bhd,  A-23-01, Penthouse 
Office Ekocheras Office Suites, 693, Jalan Cheras, Batu 5, 
56000 Cheras, Kuala Lumpur"
TM2019047229,20 December 2019,,,,,"Tableware, other than knives, forks and spoons;","Loo Nic Kee, No. 40, Jalan Utama 26 Taman 
Mutiara Rini, 81300 Skudai,  Johor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 6"
TM2018016397,7 December 2018,,"11 September 2018,",,"International priority date claimed : 11 September 2018, Japan",Providing foods and beverages;,"Caroline Anne A/P Francis Xavier Money, Ram 
Caroline Sha & Syah,  Level 31, Menara TH Perdana 1001, 
Jalan Sultan Ismail, 50250 Kuala Lumpur"
TM2018016395,7 December 2018,43,"10 August 2018, Japan",,"International priority date claimed : 10 August 2018, Japan The transliteration and translation of the japanese characters appearing in the mark is ""yakiniku"", ""raiku"" meaning ""japanese dish of grill meat"", ""like""",Providing foods and beverages;,"Teh Hong Koon, Skrine Unit No. 50-8-1, 8th. Floor, 
Wisma UOA Damansara 50 Jalan Dungun, Damansara 
Heights,  50490 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 7"
TM2018019433,31 December 2018,,,2015065552,By consent of the registered proprietor of the trademark no: 2015065552. The transliteration of the chinese characters appearing in the mark is 'wang jin lian ji' which has no meaning. Accommodation reservation services; Arranging of temporary accommodation; Arranging of meals; Cafe services; Cafes; Cafeteria services; Canteen services; Catering services; Cooking services;,Food and drink catering;,"Charmayne Ong Poh Yin, Skrine; Unit No. 50-8-1, 
8th Floor, Wisma UOA Damansara, 50 Jalan Dungun, 
Damansara Heights, 50490 Kuala Lumpur"
TM2020029828,10 December 2020,,,,The trade mark is limited to the colours as shown in the representation on the form of application. Fertilizers; Calcium cyanamide [fertilizer]; Fertilizing preparations;,Fish meal fertilizers;,"Chung Chee Yien, NBS Intellectual Sd"
TM2022016770,5 July 2022,,,,"Disclaimer: ""agritech""",Agricultural chemicals;,"Chung Chee Yien, NBS Intellectual Sdn. Bhd. I-3-
3, Block I, Setiawalk, Persiaran Wawasan Pusat Bandar 
Puchong, 47160 Puchong, Selangor"
TM2022026477,7 October 2022,,,,The trademark is limited to the colours as shown in the representation on the form of application. CLASS 1,Chemicals for use in agriculture;,"Jasdeep Singh A/L Arjan Singh, IP Sense Sdn. 
Bhd., L26-07, PJX-HM Shah Tower, No.16A Persiaran Barat, 
46050 Petaling Jaya, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 10"
TM2025009587,27 March 2025,,,,,Mark translation: “knight;,"Geetha Kandiah, KASS International Sdn. Bhd. Suite 8-13A-2, Menara Mutiara Bangsar, 
Jalan Liku, Off Jalan Riong, Bangsar, 59100 Kuala Lumpur"
TM2025010332,3 April 2025,,,,CLASS 1,"Preparations of microorganisms, other than for medical and veterinary use;","Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, 
Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 
Puchong, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 11"
TM2025010330,3 April 2025,,,,"CLASS 1 Preparations of microorganisms, other than for medical and veterinary use; Cultures of microorganisms, other than for medical and veterinary use; Bacterial preparations, other than for medical and veterinary use; Bacterial cultures for addition to food products; Lactobacillus for use in the manufacture of food; Plant extracts, other than essential oils, for the food industry;",Proteins for the food industry;,"Phoon Chiy Hin , c/o CH Phoon & Associates, A-3-10, Vertical Business Suites, No. 8, Jalan 
Kerinchi, Bangsar South, 59200 Kuala Lumpur"
TM2025010333,3 April 2025,,,,"CLASS 1 Preparations of microorganisms, other than for medical and veterinary use; Cultures of microorganisms, other than for medical and veterinary use; Bacterial preparations, other than for medical and veterinary use; Bacterial cultures for addition to food products; Lactobacillus for use in the manufacture of food; Plant extracts, other than essential oils, for the food industry;",Proteins for the food industry;,"Phoon Chiy Hin , c/o CH Phoon & Associates, A-3-
10, Vertical Business Suites, No. 8, Jalan Kerinchi, Bangsar 
South, 59200 Kuala Lumpur"
TM2025012263,18 April 2025,,,,Carbohydrates used as an ingredient in the manufacture of nutraceuticals; Enzymes for use in the manufacture of nutraceuticals; Chemical additives for use in the manufacture of pharmaceuticals;,Yeast nutrients for industrial purposes;,"Phoon Chiy Hin , c/o CH Phoon & Associates, A-3-
10, Vertical Business Suites, No. 8, Jalan Kerinchi, Bangsar 
South, 59200 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 13"
TM2025012261,18 April 2025,,,,Carbohydrates used as an ingredient in the manufacture of nutraceuticals; Enzymes for use in the manufacture of nutraceuticals; Chemical additives for use in the manufacture of pharmaceuticals;,Yeast nutrients for industrial purposes;,"Loh Yen Pheng, Intellect Worldwide Sdn Bhd, 
IPeople House, 7A Clove Hall Road, 10050 Georgetown, 
Pulau Pinang"
TM2020003457,21 February 2020,,,,,,"Loh Yen Pheng, Intellect Worldwide Sdn Bhd, 
IPeople House, 7A Clove Hall Road, 10050 Georgetown, 
Pulau Pinang"
TM2021007620,17 March 2021,,,,,,"Toh Yoong San Janet, Shearn Delamore & Co. 7th Floor, Wisma Hamzah-Kwong Hing No. 
1, Leboh Ampang, 50100 Kuala Lumpur 
ULTRA EM"
TM2023011889,27 April 2023,3,,,,,"Toh Yoong San Janet, Shearn Delamore & Co. 7th Floor, Wisma Hamzah-Kwong Hing No. 
1, Leboh Ampang, 50100 Kuala Lumpur 
ULTRA EM"
TM2023012688,8 May 2023,,,,Beauty serums; Facial serums; Serums for cosmetic purposes; Cosmetic creams;,Cosmetic creams and lotions;,"Chua Por Yean, Ian Intellectual Property Sdn. Bhd., 
Block A-3-5 Plaza Arkadia, No. 3, Jalan Intisari Perdana, 
Desa Parkcity, 52200 Kuala Lumpur"
TM2025004936,19 February 2025,,,,Cosmetics; Perfumes; Colognes;,Skin care preparations and substances[cosmetics];,"Mohd. Faizal Bin Ismail, Teraju IP Sdn. Bhd., No 7-
2, Jalan Dataran Jade 2/2, Dataran Jade 2, Jade Hills, 43000 
Kajang, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 15"
TM2025007421,11 March 2025,,,,Advertisement of a series of four trade marks,Body and beauty care preparations for cosmetic purposes;,"Jyeshta Mahendran, Shearn Delamore & Co. 7th Floor, Wisma Hamzah-Kwong Hing No. 1, 
Leboh Ampang, 50100 Kuala Lumpur"
TM2025009182,25 March 2025,,,,,Toiletry preparations;,"YONG BO YEE, BO1-A-9-05, Menara 2, KL Eco City, 3, Jln Bangsar, 59200 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 16"
TM2025009186,25 March 2025,,,,No colour claims Non-medicated toothpastes.,GODAKANDA HERBALS (PVT) LIMITED  ;,"Quality Oracle Sdn. Bhd., c/o Quality Oracle Sdn. 
Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 
7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
TM2025009187,25 March 2025,3,,,"No colour claims Non-medicated toothpastes. GODAKANDA HERBALS (PVT) LIMITED ; No. 102, Kandy Road, Wewaldeniya, SRI LANKA AGENT : Yvonne Ong Toon Mein, c/o Raja, Darryl & Loh, Level 26, Menara Hong Leong, No. 6, Jalan Damanlela, Bukit Damansara, 50490 Kuala Lumpur CLASS : 3 TM2025009187 25 March 2025 Dentifrice;",Non-medicated mouth washes;,"Yvonne Ong Toon Mein, c/o Raja, Darryl & Loh, 
Level 26, Menara Hong Leong, No. 6, Jalan Damanlela, Bukit 
Damansara, 50490 Kuala Lumpur"
TM2025009188,25 March 2025,,,,,Hair and body shampoos;,"Liew Wai Kit, 27B, Jalan Pandan Indah 4/15, 
Taman Pandan Indah, 55100 Kuala Lumpur"
TM2025010359,3 April 2025,,,,CLASS 3 Face cleansers; Hair and body wash; Body mists being non- medicated skin care preparations; Non-medicated skin care preparations; Anti-aging cosmetic preparations; Skin whitening preparations;,Intensive hydrating oils;,"Liew Wai Kit, 27B, Jalan Pandan Indah 4/15, 
Taman Pandan Indah, 55100 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 17"
TM2025010328,3 April 2025,5,,,"Beauty masks; Cosmetic creams; Cosmetics; Bath preparations, not for medical purposes; Cosmetic preparations for eyelashes; Cosmetic preparations for skin care; Eyebrow cosmetics; Hair conditioners; Hair lotions; Lip glosses; Lipsticks;",Lotions for cosmetic purposes;,
TM2025010360,3 April 2025,,,,Bath cream;,Cosmetic facial toners;,"Mohana Murali A/L Kodivel, Adastra Intellectual 
Property Sdn Bhd, A-39-10, Penthouse, Menara UOA 
Bangsar, No. 5, Jalan Bangsar Utama 1, Bangsar, 59000 
Kuala Lumpur 
TEEVEEYA"
TM2025011773,16 April 2025,,,,"The transliteration of the chinese characters of which the mark consists is ""weilan"" which has no meaning. Cosmetic body scrubs; Non-medicated skin whitening creams; Hand creams;",Facial cleansing milk;,"Vannesse Lee Pei Eng, Drexworld Management 
PLT; No.1-9-13, Block Chempaka, Taman Desaminium, 
Jalan Flora, 43300 Seri Kembangan, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 18"
TM2025012213,18 April 2025,,,,Soap;,Cotton swabs for cosmetic purposes;,"Quality Oracle Sdn. Bhd., c/o Quality Oracle Sdn. 
Bhd., Unit 23.3, 23rd Floor, Surian Tower, No 1, Jalan PJU 
7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor"
TM2025012215,18 April 2025,,,,Soap;,Cotton swabs for cosmetic purposes;,"Liang Pey Huey , C/O Ipon9 Sdn. Bhd., 7a Clove 
Hall Road, 10050 Georgetown, Pulau Pinang"
TM2025013383,28 April 2025,,,,Lipsticks; Beauty masks;,Skin whitening creams;,"Liang Pey Huey , C/O Ipon9 Sdn. Bhd., 7a Clove 
Hall Road, 10050 Georgetown, Pulau Pinang 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 19 
Brandhood"
TM2025013410,28 April 2025,,,,Cakes of toilet soap; Descaling preparations for household purposes; Perfumery; Toothpaste; Incense; Cosmetics; Perfumes;,Wax melts [fragrancing preparations];,"LIM YONG LIN, 22A，Jalan Damai Perdana 16/1A, 
43300 Seri Kembangan, Selangor"
TM2025013416,28 April 2025,,,,CLASS 3 Cleansing creams;,Depilatory preparations ;,"Quality Oracle Sdn. Bhd., L5-07, Level 5, Wisma 
BU8, No. 11, Lebuh Bandar Utama,  Bandar Utama, 47800 
Petaling Jaya, Selangor 
EXPRESSIONS BIOTIQUES"
TM2025014398,6 May 2025,,,,"Advertisement of a series of two trade marks Registration of this trademark shall give no right to the exclusive use of the words ""power boost"" CLASS 3",All-purpose cleaning preparations;,"Quality Oracle Sdn. Bhd., L5-07, Level 5, Wisma BU8, No. 11, Lebuh Bandar Utama,  Bandar 
Utama, 47800 Petaling Jaya, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 20"
TM2025014399,6 May 2025,,,,"Advertisement of a series of two trade marks Registration of this trademark shall give no right to the exclusive use of the words ""baking soda"" and ""power boost"" CLASS 3",All-purpose cleaning preparations;,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan 
Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 21"
TM2025014423,6 May 2025,,,,Advertisement of a series of two trade marks CLASS 3,All-purpose cleaning preparations;,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan 
Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 22"
TM2025014432,7 May 2025,,,,,Cosmetic preparations for baths;,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan 
Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur"
TM2025014778,8 May 2025,,,,"Mark translation: ""iron"" Mark transliteration: ""tetsu"" Abrasives; Industrial abrasives; Abrasive paper; Abrasive sheets; Abrasive rolls.",PERFECT METAL SOLUTION SDN. BHD. ;,"Brenda Lee Wen Yi, D-25-03, Menara Suez Cap 1, 
KL Gateway, No. 2, Jalan Kerinchi, 59200 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 23"
TM2025014784,8 May 2025,3,,,"Mark translation: ""iron"" Mark transliteration: ""tetsu"" Abrasives; Industrial abrasives; Abrasive paper; Abrasive sheets; Abrasive rolls. PERFECT METAL SOLUTION SDN. BHD. ; No 3,5 & 7, Jalan Bakawali 71, Taman Johor Jaya, 81100 Johor Bahru, Johor, MALAYSIA AGENT : Yip Jiun Hann, TRADEMARK2U Sdn Bhd No. 1, Block C, Jalan Dataran SD 1 Dataran SD PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur CLASS : 3 TM2025014784 8 May 2025","Massage gels, other than for medical purposes;","Yip Jiun Hann, TRADEMARK2U Sdn Bhd No. 1, 
Block C, Jalan Dataran SD 1 Dataran SD PJU 9, Bandar Sri 
Damansara, 52200 Kuala Lumpur"
TM2025014815,8 May 2025,3,,,"Massage gels, other than for medical purposes; Beauty masks; Cosmetics; All purpose cleaning preparations; Shampoos*; Shower gels; Toothpaste*; Laundry preparations; Perfumes; Sun screen preparations. WANWANG INC ; 5030 Boardwalk Dr Suite 818 Colorado Springs NY, 80919, UNITED STATES OF AMERICA AGENT : Lim Yong Lin, 22A，Jalan Damai Perdana 16/1A, 43300 Seri Kembangan, Selangor CLASS : 3 TM2025014815 8 May 2025 Facial cleansers; False eyelashes; Cosmetic preparations for eyelashes; Mascara;",Adhesives for false eyelashes;,"Lim Yong Lin, 22A，Jalan Damai Perdana 16/1A, 
43300 Seri Kembangan, Selangor"
TM2025014836,8 May 2025,,,,CLASS 3 Essential oils; Shampoos*; Cosmetics; Cosmetic preparations for skin care;,Cosmetics for children;,"Vannesse Lee Pei Eng, Drexworld Management 
PLT; No.1-9-13, Block Chempaka, Taman Desaminium, 
Jalan Flora, 43300 Seri Kembangan, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 24"
TM2025014989,9 May 2025,10,,,,Air fragrance reed diffusers;,"Vannesse Lee Pei Eng, Drexworld Management 
PLT; No.1-9-13, Block Chempaka, Taman Desaminium, 
Jalan Flora, Seri Kembangan 43300 Selangor"
TM2025015243,13 May 2025,,,,"Hair conditioners; Shampoo; Cakes of toilet soap; Cleansers for intimate personal hygiene purposes, non medicated; Facial cleansers; Hand soaps; Shower creams; Aromatic essential oils;",Cosmetic preparations for baths;,"Yeoh Tung Seng, Yeoh & Joanne; B3-3-13A, Block 
B3, Solaris Dutamas, No. 1, Jalan Dutamas 1, 50480 Kuala 
Lumpur"
TM2025010049,2 April 2025,,,,Engine oils; Lubricating oils; Motor oils; All purpose lubricants;,Automobile lubricants;,"Gan Wai Kwang, Tiger Intellectual Sdn Bhd; B-1-
11, Plaza Metro Prima, Jalan Metro 1, Metro Prima, 52100 
Kepong, Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 25"
TM2025014194,2 May 2025,4,,,Charcoal [fuel]; Charcoal briquettes; Firelighters; Fuel; Hookah charcoal;,Wood chips for smoking foods;,"Phoon Chiy Hin , c/o CH Phoon & Associates, A-3-
10, Vertical Business Suites, No. 8, Jalan Kerinchi, Bangsar 
South, 59200 Kuala Lumpur"
TM2025015407,14 May 2025,4,,,,,"Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, 
Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 
Puchong, Selangor"
TM2020027960,24 November 2020,4,,,No colour claim,Edible fish oils for medical use;,"Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, 
Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 
Puchong, Selangor"
TM2023009148,29 March 2023,,,,"Proceeding under Subsection 17(5) of TMA 2019 Advertisement of a series of two trade marks The second trademark in the series is limited to the colours as shown in the representation on the form of application. The transliteration and translation of the chinese characters appearing in the mark is ""huan"", ""yu"", ""chong wu"" meaning ""loop"", ""universe"", ""pet"" respectively.",Dietary pet supplements in the form of pet treats;,"Tee Lin Yik, Tee IP Sdn Bhd,  A-23-01, Penthouse 
Office Ekocheras Office Suites, 693, Jalan Cheras, Batu 5, 
56000 Cheras, Kuala Lumpur"
TM2023011888,27 April 2023,,,,,,"Cheah Jo Yi, Suite 33-01, 33rd Floor, Menara Keck 
Seng, 203, Jalan Bukit Bintang, 55100 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 27 
ULTRA EM"
TM2024029366,23 September 2024,,,,,"Pharmaceuticals, medical and veterinary preparations;","Chua Por Yean, Ian Intellectual Property Sdn. Bhd., 
Block A-3-5 Plaza Arkadia, No. 3, Jalan Intisari Perdana, 
Desa Parkcity, 52200 Kuala Lumpur"
TM2024034657,6 November 2024,,,,,Empty capsules for pharmaceutical purposes;,
TM2024034661,6 November 2024,,,,,Empty capsules for pharmaceutical purposes;,"Isaac Stephen Huang, 368-3-1& 2, Belissa Row, 
Jalan Burma, 10350 Georgetown, Pulau Pinang 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 28"
TM2025007149,7 March 2025,,,,No colour claim Acaricides for agricultural purposes; Acaricides for agricultural use;,Agricultural biopesticides;,"Isaac Stephen Huang, 368-3-1& 2, Belissa Row, 
Jalan Burma, 10350 Georgetown, Pulau Pinang"
TM2025007422,11 March 2025,,,,Advertisement of a series of four trade marks Dietary and nutritional supplements; Dietary food supplements; Dietary supplements; Food supplements; Herbal supplements;,Liquid nutritional supplements;,
TM2025010369,3 April 2025,,,,,Dietary and nutritional supplements;,"YONG BO YEE, BO1-A-9-05, Menara 2, KL Eco 
City, 3, Jln Bangsar, 59200 Kuala Lumpur 
Femmetol"
TM2025012264,18 April 2025,,,,,Pharmaceutical preparations;,
TM2025012262,18 April 2025,,,,Pharmaceutical preparations; Vitamin and mineral preparations; Protein dietary supplements; Probiotic preparations for medical use; Ferments for pharmaceutical purposes;,Nutraceuticals for use as a dietary supplement;,"Loh Yen Pheng, Intellect Worldwide Sdn Bhd, IPeople House, 7A Clove Hall Road, 10050 
Georgetown, Pulau Pinang 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 31"
TM2025012204,18 April 2025,,,,Acetates for pharmaceutical purposes; Acids for pharmaceutical purposes; Alcohol for pharmaceutical purposes;,Aldehydes for pharmaceutical purposes;,"Loh Yen Pheng, Intellect Worldwide Sdn Bhd, 
IPeople House, 7A Clove Hall Road, 10050 Georgetown, 
Pulau Pinang 
MUCOPRONT"
TM2025012619,22 April 2025,,,,Advertisement of a series of two trade marks The second trademark in the series is limited to the colours as shown in the representation on the form of application. Adhesive patches impregnated with pharmaceutical preparations;,Preparations for the relief of pain;,"Veronica Guuk, Marks & Clerk (Malaysia) Sdn. 
Bhd., P.O Box 11182, 50738 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 32"
TM2025012620,22 April 2025,,,,Medicated soap; Dietetic substances adapted for medical use;,Nutritional supplements;,"s; Motion sickness medicines; Motion 
sickness treatment preparations. 
NG SE YAN T/A MEDICREW HEALTHCARE ; 46 Tkt 
Bawah, Persiaran Mutiara 1, Pusat Komercial Bandar Tasek 
Mutiara, 14120 Simpang Ampat, Pulau Pinang, MALAYSIA  
AGENT : Loh Yen Pheng, Intellect Worldwide Sdn Bhd, 
IPeople House, 7A Clove Hall Road, 10050 Georgetown, 
Pulau Pinang 
Joywell"
TM2025013429,28 April 2025,,,,,Mark translation: joy or delight;,"Vannesse Lee Pei Eng, Drexworld Management 
PLT; No.1-9-13, Block Chempaka, Taman Desaminium, 
Jalan Flora, 43300 Seri Kembangan, Selangor"
TM2025013434,28 April 2025,,,,Advertisement of a series of two trade marks The first trademark in the series is limited to the colours as shown in the representation on the form of application. Pharmaceutical preparations for the treatment of hypercholesterolemia; Pharmaceutical preparations and substances for the prevention of cardiovascular diseases and disorders.,ACTIV PHARMA SDN. BHD.  ;,"Lee Lin Li, Tay & Partners 6th Floor, Plaza See Hoy 
Chan, Jalan Raja Chulan, 50200 Kuala Lumpur"
TM2025014427,6 May 2025,,,,,,
TM2025014455,7 May 2025,,,,,Anti-oxidant food supplements;,"Chuang Vi Nie, 4, Jalan Bunga Cempaka 5, Taman Mawar, 56100 Cheras, Kuala Lumpur"
TM2025014456,7 May 2025,,,,,Anti-oxidant food supplements;,"Ooi Yeong Boon, Exy Intellectual Property Sdn. Bhd., No. 2928 & 2929, Jalan PJS 3/1, 
Bandar Petaling Jaya Selatan, 46000 Petaling Jaya, Selangor"
TM2025014457,7 May 2025,,,,,Anti-oxidant food supplements;,"Ooi Yeong Boon, Exy Intellectual Property Sdn. Bhd., No. 2928 & 2929, Jalan PJS 3/1, 
Bandar Petaling Jaya Selatan, 46000 Petaling Jaya, Selangor"
TM2025014460,7 May 2025,,,,Advertisement of a series of two trade marks CLASS 5,Lutein dietary supplements;,"Ooi Yeong Boon, Exy Intellectual Property Sdn. 
Bhd., No. 2928 & 2929, Jalan PJS 3/1, Bandar Petaling Jaya 
Selatan, 46000 Petaling Jaya, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 38"
TM2025014785,8 May 2025,32,,,,Massage gels for medical purposes;,"Wong Jin Nee, Wong Jin Nee & Teo 13A-5 Level 
13A, Menara Milenium 8 Jalan Damanlela, Bukit Damansara, 
50490 Kuala Lumpur"
TM2025014857,8 May 2025,,,,"Massage gels for medical purposes; Pharmaceutical preparations for skin care; Medicines for human purposes; Dietetic substances adapted for medical use; Disinfectants; Medicated toothpaste; Sanitary towels; Medicated shampoos; Medicinal drinks; Collyrium. WANWANG INC ; 5030 Boardwalk Dr Suite 818 Colorado Springs NY, 80919, UNITED STATES OF AMERICA AGENT : Lim Yong Lin, 22A，Jalan Damai Perdana 16/1A, 43300 Seri Kembangan, Selangor Yuna Beibii CLASS : 5 TM2025014857 8 May 2025 Baby diapers; Dispo",HAYAT KIMYA SANAYI ANONIM ŞIRKETI ;,"Lim Yong Lin, 22A，Jalan Damai Perdana 16/1A, 
43300 Seri Kembangan, Selangor 
Yuna Beibii"
TM2025014802,8 May 2025,5,,,"Baby diapers; Disposable diapers; Diaper changing mats, disposable, for babies. HAYAT KIMYA SANAYI ANONIM ŞIRKETI ; Mahir İz Caddesi No:25 Altunizade, Üsküdar, İstanbul, TURKEY AGENT : Karen Navamani Abraham, Shearn Delamore & Co. 7th. Floor, Wisma Hamzah-Kwong Hing No. 1, Leboh Ampang, 50100 Kuala Lumpur INTELLECTUAL PROPERTY OFFICIAL JOURNAL BATCH 38/2025 TRADEMARK Sept. 25, 2025 Page 39 CLASS : 5 TM2025014802 8 May 2025 Dietary food supplements in the nature of mixed herbal infusions;",Herbal beverages for medicinal purposes;,"Karen Navamani Abraham, Shearn Delamore & 
Co. 7th. Floor, Wisma Hamzah-Kwong Hing No. 1, Leboh 
Ampang, 50100 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 39"
TM2025014990,9 May 2025,,,,,Air deodorizer sprays;,"Ahmad Azizi Bin Zulkefli, Blue Rich Consultancy, 
No. 11, Jalan Selasih 3, Saujana Utama 3, 47000 Sungai 
Buloh, Selangor"
TM2025015244,13 May 2025,,,,Vitamin preparations; Dietary fiber; Vitamin supplement patches;,Protein supplements for animals;,"Yeoh Tung Seng, Yeoh & Joanne; B3-3-13A, Block 
B3, Solaris Dutamas, No. 1, Jalan Dutamas 1, 50480 Kuala 
Lumpur"
TM2025027117,11 August 2025,,,,Proceeding Under Subsection 17(5) of TMA 2019,Chinese herbal extracts for medical purposes;,"Gan Wai Kwang, Tiger Intellectual Sdn Bhd; B-1-
11, Plaza Metro Prima, Jalan Metro 1, Metro Prima, 52100 
Kepong, Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 40"
TM2025009176,25 March 2025,,,,,Lawnmowers [machines];,"Chew Kherk Ying, Kherk Chambers, SO-32-6 
Menara 1, Strata Office, Jalan Bangsar, KL Eco City, 59200 
Kuala Lumpur 
HarmoLiFe"
TM2025012184,18 April 2025,,,,"Mark translation: Good, moral, force, power, strength. Mark transliteration: Hao de li",Electromechanical machines for the agriculture industry;,"Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, 
Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 
Puchong, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 42"
TM2025014475,7 May 2025,,,,,Pistons for automobile engines;,"Tee Lin Yik, Tee IP Sdn Bhd,  A-23-01, Penthouse 
Office Ekocheras Office Suites, 693, Jalan Cheras, Batu 5, 
56000 Cheras, Kuala Lumpur"
TM2025014779,8 May 2025,,,,"Mark translation: ""iron"" Mark transliteration: ""tetsu""",Drilling tips for drilling machines;,"Chong Yu Bin, PRIMUS IP Sdn Bhd,  13A-01, Oval 
Damansara, Jalan Damansara, Taman Tun Dr Ismail, 60000 
Kuala Lumpur"
TM2025012185,18 April 2025,,,,"Mark translation: Good, moral, force, power, strength. Mark Transliteration: Hao de li Knife sharpeners; Knives;",Multifunctional knives;,"Yip Jiun Hann, TRADEMARK2U Sdn Bhd No. 1, 
Block C, Jalan Dataran SD 1 Dataran SD PJU 9, Bandar Sri 
Damansara, 52200 Kuala Lumpur 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 43"
