Class Index,Serial Number,Application Date,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
,TM2025013410,28 April 2025,,,"Cakes of toilet soap; Descaling preparations for household Perfumes; Wax melts [fragrancing preparations]; Scented bath salts; Air fragrance reed diffusers. SHANGHAI MUXING BIOTECHNOLOGY CO., LTD. ; Room C0735, 1st Floor, Building 1, No. 2816 Yixian Road, Baoshan District, Shanghai, CHINA BU8, No. 11, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor EXPRESSIONS BIOTIQUES",purposes; Perfumery; Toothpaste; Incense; Cosmetics;,"Quality Oracle Sdn. Bhd., L5-07, Level 5, Wisma BU8, No. 11, Lebuh Bandar Utama,  Bandar Utama, 47800 Petaling Jaya, Selangor"
3,TM2025013416,28 April 2025,,,"Cleansing creams; Depilatory preparations ; Sunblock; Shampoo; Hair conditioners; Bath oil, not for medical purposes; Sheet masks for cosmetic purposes; Hand cream; Toners for cosmetic purposes ; Beauty masks; Cosmetic preparations for baths; Vaginal washes for personal sanitary or deodorant purposes ; Collagen preparations for cosmetic purposes; Cosmetic creams; Skin lotion; Non- medicated beauty preparations; Hair care preparations and products; Cleansing milk for toilet purposes; Body deodorants; Cosmetics . Health spa services ; Beautician services; Health counselling; Depilatory waxing ; Dietary and nutritional advice; Aesthetician services ; Regenerative medicine services; Health assessment services; Massage services; Acupressure services; Therapy services; Dietary and nutritional guidance; Beauty salon services . NING PTE. LTD. ; 160 Paya Lebar Road #04-04 Orion @ Paya Lebar, SINGAPORE 409022 Utama, 47800 Petaling Jaya, Selangor",,"Quality Oracle Sdn. Bhd., L5-07, Level 5, Wisma BU8, No. 11, Lebuh Bandar Utama,  Bandar Utama, 47800 Petaling Jaya, Selangor"
3,TM2025014398,6 May 2025,,,"All-purpose cleaning preparations; Bath and shower gel; Bleaches for domestic use; Bleaching preparations for household purposes; Bleaching soda; Bleaching substances for use in domestic cleaning; Body creams; Cleaning and washing preparations and substances; Cleaning, scouring and abrasive preparations; Chemical cleaning preparations for household purposes; Cakes of soap; Cakes of toilet soap; Cleaning preparations; Detergent soap; Detergents for household use; Detergents, other than for use in manufacturing operations and for medical purposes; Dishwashing detergents; Dishwashing liquids; Edible essences for foodstuffs [essential oils]; Emulsifying solvent cleaners; Fabric softener for laundry; Floor cleaning preparations; Foam cleaning preparations; General purpose cleaning, polishing and abrasive liquids and powders; Glass cleaning preparations; Grease-removing preparations for cleaning purposes; Laundry detergents; Laundry preparations; Laundry soap; Lime descalers; Non-medicated soaps; Non-medicated cleansing preparations; Oils for cleaning purposes; Perfumed concentrated preparations for laundry purposes; Polishing preparations; Scouring preparations; Shower gels, creams and oils; Soaps and detergents; Soap for brightening textile; Soaps for household use; Washing preparations. Animal oils for food; Artificial cream; Butter substitutes; Canned fruits and vegetables; Canola oil; Cooking oil; Corn oil for food; Dairy-based spreads; Edible oils and fats; Egg-based spreads; Fat-based spreads for bread slices; Fish products prepared for human consumption; Groundnut oil; Fruit-based spreads; Jellies, jams, compotes and fruit and vegetable based spreads; Hydrogenated oils for food; Infused oils for culinary purposes; Margarine; Olive oil for food; Peanut butter; Sesame oil for food; Soya bean oil for cooking; Butter. LAM SOON EDIBLE OILS SDN BHD ; Wisma Dls, No. 6 Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor, MALAYSIA Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur",,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur"
3,TM2025014399,6 May 2025,,,"""power boost"" All-purpose cleaning preparations; Bath and shower gel; Bleaches for domestic use; Bleaching preparations for household purposes; Bleaching soda; Bleaching substances for use in domestic cleaning; Body creams; Cleaning and washing preparations and substances; Cleaning, scouring and abrasive preparations; Chemical cleaning preparations for household purposes; Cakes of soap; Cakes of toilet soap; Cleaning preparations; Detergent soap; Detergents for household use; Detergents, other than for use in manufacturing operations and for medical purposes; Dishwashing detergents; Dishwashing liquids; Edible essences for foodstuffs [essential oils]; Emulsifying solvent cleaners; Fabric softener for laundry; Floor cleaning preparations; Foam cleaning preparations; General purpose cleaning, polishing and abrasive liquids and powders; Glass cleaning preparations; Grease-removing preparations for cleaning purposes; Laundry detergents; Laundry preparations; Laundry soap; Lime descalers; Non-medicated soaps; Non-medicated cleansing preparations; Oils for cleaning purposes; Perfumed concentrated preparations for laundry purposes; Polishing preparations; Scouring preparations; Shower gels, creams and oils; Soaps and detergents; Soap for brightening textile; Soaps for household use; Washing preparations. Animal oils for food; Artificial cream; Butter substitutes; Canned fruits and vegetables; Canola oil; Cooking oil; Corn oil for food; Dairy-based spreads; Edible oils and fats; Egg-based spreads; Fat-based spreads for bread slices; Fish products prepared for human consumption; Groundnut oil; Fruit-based spreads; Jellies, jams, compotes and fruit and vegetable based spreads; Hydrogenated oils for food; Infused oils for culinary purposes; Margarine; Olive oil for food; Peanut butter; Sesame oil for food; Soya bean oil for cooking; Butter. LAM SOON EDIBLE OILS SDN BHD ; Wisma DLS, No. 6 Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor, MALAYSIA Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur",,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur"
3,TM2025014423,6 May 2025,,,"All-purpose cleaning preparations; Bath and shower gel; Bleaches for domestic use; Bleaching preparations for household purposes; Bleaching soda; Bleaching substances for use in domestic cleaning; Body creams; Cleaning and washing preparations and substances; Cleaning, scouring and abrasive preparations; Chemical cleaning preparations for household purposes; Cakes of soap; Cakes of toilet soap; Cleaning preparations; Detergent soap; Detergents for household use; Detergents, other than for use in manufacturing operations and for medical purposes; Dishwashing detergents; Dishwashing liquids; Edible essences for foodstuffs [essential oils]; Emulsifying solvent cleaners; Fabric softener for laundry; Floor cleaning preparations; Foam cleaning preparations; General purpose cleaning, polishing and abrasive liquids and powders; Glass cleaning preparations; Grease-removing preparations for cleaning purposes; Laundry detergents; Laundry preparations; Laundry soap; Lime descalers; Non-medicated soaps; Non-medicated cleansing preparations; Oils for cleaning purposes; Perfumed concentrated preparations for laundry purposes; Polishing preparations; Scouring preparations; Shower gels, creams and oils; Soaps and detergents; Soap for brightening textile; Soaps for household use; Washing preparations. Animal oils for food; Artificial cream; Butter; Butter substitutes; Canned fruits and vegetables; Canola oil; Cooking oil; Corn oil for food; Dairy-based spreads; Edible oils and fats; Egg-based spreads; Fat- based spreads for bread slices; Fish products prepared for human consumption; Groundnut oil; Fruit- based spreads; Jellies, jams, compotes and fruit and vegetable based spreads; Hydrogenated oils for food; Infused oils for culinary purposes; Margarine; Olive oil for food; Peanut butter; Sesame oil for food; Soya bean oil for cooking. LAM SOON EDIBLE OILS SDN BHD ; Wisma Dls, No. 6 Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor, MALAYSIA Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur",,"Michele Yeoh Ee Leen, Shahrizat Rashid & Lee, Ground & 1st Floor, Wisma Prima, 17, Jalan Sri Semantan Satu, Damansara Heights, 50490 Kuala Lumpur"
,TM2025014432,7 May 2025,,,"Cosmetic preparations for baths; Lipsticks; Beauty masks; Skin whitening creams; Cream for whitening the skin; Mouthwashes, not for medical purposes; Cosmetics; Cosmetic creams; Depilatories; Essential oils; Make-up; Oils for cosmetic purposes; Lotions for cosmetic purposes; Shampoos*; Cosmetic preparations for skin care; Serums for cosmetic purposes; Skin hydrators for cosmetic purposes; After-shave lotions; Gel eye patches for cosmetic purposes; Sunscreen preparations; Toothpaste*. BEAUTY ONLINE BIOTECHNOLOGY (GUANGDONG) CO., LTD. ; The second and third floor of Building 20, Block F, Wanyang Enterpreneurial city,Guangde Park, Yinghong Town, Yingde ,Guangdong, CHINA KL Gateway, No. 2, Jalan Kerinchi, 59200 Kuala Lumpur",,"Brenda Lee Wen Yi, D-25-03, Menara Suez Cap 1, KL Gateway, No. 2, Jalan Kerinchi, 59200 Kuala Lumpur"
,TM2025014778,8 May 2025,,,"Abrasives; Industrial abrasives; Abrasive paper; Abrasive sheets; Abrasive rolls. PERFECT METAL SOLUTION SDN. BHD. ; No 3,5 & 7, Jalan Bakawali 71, Taman Johor Jaya, 81100 Johor Bahru, Johor, MALAYSIA Block C, Jalan Dataran SD 1 Dataran SD PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur",,"Yip Jiun Hann, TRADEMARK2U Sdn Bhd No. 1, Block C, Jalan Dataran SD 1 Dataran SD PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur"
,TM2025014784,8 May 2025,,,"Massage gels, other than for medical purposes; Beauty masks; Cosmetics; All purpose cleaning preparations; Shampoos*; Shower gels; Toothpaste*; Laundry preparations; Perfumes; Sun screen preparations. WANWANG INC ; 5030 Boardwalk Dr Suite 818 Colorado Springs NY, 80919, UNITED STATES OF AMERICA 43300 Seri Kembangan, Selangor",,"Lim Yong Lin, 22A，Jalan Damai Perdana 16/1A, 43300 Seri Kembangan, Selangor"
,TM2025014815,8 May 2025,,,"Facial cleansers; False eyelashes; Cosmetic preparations for eyelashes; Mascara; Adhesives for false eyelashes; Cosmetics; Make-up palettes containing cosmetics; Make-up removing preparations; Double eyelid tapes; Eye make-up. JINJIANG HUAJIE BRAND MANAGEMENT CO., LTD. ; No. 507, Meiling Road, Jinjiang City, Fujian Province, 362200, CHINA PLT; No.1-9-13, Block Chempaka, Taman Desaminium, Jalan Flora, 43300 Seri Kembangan, Selangor",,"Vannesse Lee Pei Eng, Drexworld Management PLT; No.1-9-13, Block Chempaka, Taman Desaminium, Jalan Flora, 43300 Seri Kembangan, Selangor"
3,TM2025014836,8 May 2025,,,"Essential oils; Shampoos*; Cosmetics; Cosmetic preparations for skin care; Cosmetics for children; Bath preparations, not for medical purposes. Feeding bottles; Breast pumps; Dummies for babies; Feeding bottle teats; Baby feeding dummies. HANGZHOU TRAVEL PARTNER BRAND MANAGEMENT CO., LTD ; Room B290, Floor 2, Building B, No. 58 Qiuyi Road, Changhe Street, Binjiang District, Hangzhou, China (Zhejiang) Pilot Free Trade Zone, 310000, CHINA PLT; No.1-9-13, Block Chempaka, Taman Desaminium, Jalan Flora, Seri Kembangan 43300 Selangor",,"Vannesse Lee Pei Eng, Drexworld Management PLT; No.1-9-13, Block Chempaka, Taman Desaminium, Jalan Flora, Seri Kembangan 43300 Selangor"
,TM2025014989,9 May 2025,,,"Air fragrance reed diffusers; Air fragrancing preparations; Aromatherapy preparations; Aromatics [essential oils]; Aromatics for fragrances; Essential oils; Fragrance for household purposes; Fragrance sachets; Fragrances; Fragrances for automobiles; Oils for perfumes and scents; Perfumes; Perfuming sachets; Potpourris [fragrances]; Room fragrances; Scented fabric refresher sprays; Scented oils; Scented water; Scented wood. LEE SOO PENG ; PT 2922, Kampung Telok, Pengkalan Chepa, Kota Bharu 16100 Kelantan, MALAYSIA B3, Solaris Dutamas, No. 1, Jalan Dutamas 1, 50480 Kuala Lumpur",,"Yeoh Tung Seng, Yeoh & Joanne; B3-3-13A, Block B3, Solaris Dutamas, No. 1, Jalan Dutamas 1, 50480 Kuala"
,TM2025015243,13 May 2025,,,"exclusive use of the words ’bio, 'skin'. Hair conditioners; Shampoo; Cakes of toilet soap; Cleansers for intimate personal hygiene purposes, non medicated; Facial cleansers; Hand soaps; Shower creams; Aromatic essential oils; Cosmetic preparations for baths; Lipsticks; Beauty masks; Make-up kits; Make-up; Perfumes; Deodorants for human beings or for animals; Phytocosmetic preparations; Sunscreen preparations; Breath freshening preparations for personal hygiene; Potpourris [fragrances]; Shampoos for pets [non-medicated grooming preparations]. ISGREAT BIO INTERNATIONAL COMPANY LIMITED ; No. 29, Ziyou Ln., Zhongzheng Rd., Mituo Dist., Kaohsiung City 827010, TAIWAN (PROVINCE OF CHINA) 11, Plaza Metro Prima, Jalan Metro 1, Metro Prima, 52100 Kepong, Kuala Lumpur",,"Gan Wai Kwang, Tiger Intellectual Sdn Bhd; B-1- 11, Plaza Metro Prima, Jalan Metro 1, Metro Prima, 52100 Kepong, Kuala Lumpur"
,TM2025010049,2 April 2025,,,"Engine oils; Lubricating oils; Motor oils; All purpose lubricants; Automobile lubricants; Lubricants; Motor vehicle lubricants. THE POWER OF LUBRICANTS (M) SDN BHD ; NO 3, PERSIARAN SUNGAI PARI TIMUR 22, TAMAN MAS, FALIM, Ipoh 30200 Perak, MALAYSIA 10, Vertical Business Suites, No. 8, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur",,"Phoon Chiy Hin , c/o CH Phoon & Associates, A-3- 10, Vertical Business Suites, No. 8, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur"
,TM2025014194,2 May 2025,,,"Charcoal [fuel]; Charcoal briquettes; Firelighters; Fuel; Hookah charcoal; Wood chips for smoking foods; Wood chips for use as fuel; Wood chips for smoking and grilling; Wood briquettes; Briquettes; Firewood; Solid fuels. ADVANX PTE LTD ; 701 Geylang Road, #04-04, Teambuild Centre, SINGAPORE 389687 Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 Puchong, Selangor",,"Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160"
,TM2025015407,14 May 2025,,,"representation on the form of application. Industrial grease; Gasoline; Lubricating oil; Diesel oil; Fuel oil. YAN XIA ; 27-7 Building 4, No.6 Zone Shanhu Road, Nanan District, Chongqing, CHINA Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160 Puchong, Selangor",,"Thay Pee Ywai, NBS Intelectual Sdn. Bhd., I-3-3, Block I, Persiaran Wawasan, Pusat Bandar Puchong, 47160"
,TM2020027960,24 November 2020,,,"No colour claim exclusive use of the words and symbol ""pure & cure"". Edible fish oils for medical use; Edible marine oils for medical purposes; Cod liver oil; Cod-liver oil capsules; Dietary and nutritional supplements; Dietary food supplements in capsule form; Dietary food supplements in granular form; Dietary food supplements in powder form; Dietary food supplements in tablet form; Dietary food supplements in the nature of mixed herbal infusions; Dietary food supplements in the nature of powdered drink mixes; Dietary food supplements in the nature of ready-to-eat protein bars; Dietary supplement drinks; Dietary supplements for infants; Dietary supplements intended to supplement a normal diet or to have health benefits; Dietary supplements with a cosmetic effect; Meal replacement and dietary supplement drink mixes for medical",,
